"seed";"shape";"sensor.config";"architecture";"step";"controller";"iterations"
9;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";230
9;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";115
9;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";139
9;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";106
9;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";70
9;"comb-7x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";117
9;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"LIF";59
9;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"LIF-H";144
9;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"MLP";81
9;"comb-7x2";"touch-f-f-0.01";"Centralized";"F";"RNN";79
9;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"LIF";104
9;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"LIF-H";149
9;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"MLP";86
9;"comb-7x2";"touch-f-f-0.01";"Centralized";"T";"RNN";35
9;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"LIF";248
9;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"LIF-H";81
9;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"MLP";19
9;"worm-5x2";"sight-f-f-0.01";"Centralized";"F";"RNN";99
9;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"LIF";111
9;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"LIF-H";286
9;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"MLP";233
9;"worm-5x2";"sight-f-f-0.01";"Centralized";"T";"RNN";48
9;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF";201
9;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"LIF-H";164
9;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"MLP";444
9;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"F";"RNN";174
9;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF";190
9;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"LIF-H";115
9;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"MLP";460
9;"worm-5x2";"spinedTouchSighted-f-f-0.01";"Centralized";"T";"RNN";57
9;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"LIF";95
9;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"LIF-H";77
9;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"MLP";75
9;"worm-5x2";"touch-f-f-0.01";"Centralized";"F";"RNN";78
9;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"LIF";45
9;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"LIF-H";34
9;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"MLP";94
9;"worm-5x2";"touch-f-f-0.01";"Centralized";"T";"RNN";51
